"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"WLBPZ","Westmoreland Coal Company","29.25","4678830","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlbpz",
"WLDN","Willdan Group, Inc.","2.96","21764205.12","n/a","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","13.45","118617298.5","n/a","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WINA","Winmark Corporation","60.24","301235240.4","n/a","1992","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WETF","WisdomTree Investments, Inc.","12.74","1626554083.7","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf",
"GULF","WisdomTree Middle East Dividend Fund","18.19","18190000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gulf",
"CHXF","WisdomTree Trust WisdomTree China Dividend Ex-Financials Fund","50.83","35581101.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chxf",
"EMCB","WisdomTree Trust WisdomTree Emerging Markets Corporate Bond Fu","77.89","132413155.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcb",
"GLCB","WisdomTree Trust WisdomTree Global Corporate Bond Fund","74.98","7498149.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glcb",
"DGRW","WisdomTree Trust WisdomTree U.S. Dividend Growth Fund","24.9","3735099.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrw",
"WMGIZ","Wright Medical Group, Inc.","2.96","0","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"WVFC","WVS Financial Corp.","11.3","23254609","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/wvfc",
"XOMA","XOMA Corporation","4.23","350638777.44","n/a","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"YY","YY Inc.","28.65","256990500","8970000","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
"ZN","Zion Oil & Gas Inc","1.73","56763908.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/zn",
"ZIPR","ZipRealty, Inc.","2.93","60923387.45","n/a","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/zipr",
"ZGNX","Zogenix, Inc.","1.48","149196729.48","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zgnx",
